data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj
2024-01-08,205756,comercio,gas_p13,Liquigás,23,110.0,comercial,dinheiro,
Jan-04-24,205757,comercio,gas_p45,Copagaz,40,380.0,balcao,credito,44.430.501/0001-24
30-01-2024,205758,comercio,gas_p45,Copagaz,16,380.0,balcao,debito,61.897.768/0001-18
2024-01-08,205759,comercio,gas_p13,Ultragaz,22,"110,0",comercial,,
28-01-2024,205760,comercio,gas_p13,Ultragaz,8,"R$ 110,0",telefone,,37.464.888/0001-81
20/01/2024,205761,consumidor_final,galao_25l,Bonafont,6,26.0,balcao,debito,
23/01/2024,205762,comercio,gas_p13,Liquigás,10,110.0,balcao,pix,74.356.973/0001-97
2024-01-25,205763,comercio,gas_p13,Ultragaz,25,110.0,balcao,dinheiro,49.135.808/0001-57
27-01-2024,205764,comercio,agua_500ml,Crystal,45,2.5,whatsapp,dinheiro,91.173.891/0001-12
17/01/2024,205765,comercio,agua_500ml,Crystal,42,"R$ 2,5",telefone,dinheiro,93.769.688/0001-56
Jan-07-24,205766,comercio,gas_p13,Ultragaz,26,110.0,whatsapp,pix,10.448.772/0001-93
Jan-22-24,205767,comercio,agua_500ml,Crystal,27,2.5,telefone,boleto,19.144.555/0001-39
01-01-2024,205768,comercio,gas_p45,Fogás,10,"380,0",whatsapp,debito,75.229.340/0001-73
16/01/2024,205769,consumidor_final,galao_25l,Bonafont,47,26.0,balcao,pix,
23/01/2024,205770,comercio,galao_25l,Lindoya,44,26.0,whatsapp,dinheiro,83.947.232/0001-76
Jan-08-24,205771,consumidor_final,gas_p13,Ultragaz,45,110.0,whatsapp,debito,
28/01/2024,205772,consumidor_final,galao_25l,Lindoya,3,26.0,whatsapp,boleto,
Jan-29-24,205773,consumidor_final,gas_p13,Ultragaz,34,110.0,whatsapp,dinheiro,
2024-01-03,205774,consumidor_final,gas_p45,Fogás,45,"R$ 380,0",whatsapp,,
Jan-24-24,205775,comercio,galao_25l,Bonafont,3,26.0,comercial,debito,41.535.934/0001-12
31-01-2024,205776,consumidor_final,gas_p45,Copagaz,35,380.0,whatsapp,debito,
07-01-2024,205777,comercio,galao_25l,Lindoya,6,26.0,whatsapp,pix,29.578.461/0001-83
2024-01-26,205778,consumidor_final,galao_25l,Lindoya,4,26.0,comercial,dinheiro,
2024-01-24,205779,comercio,agua_500ml,Minalba,33,"R$ 2,5",whatsapp,dinheiro,19.421.717/0001-84
2024-01-06,205780,comercio,gas_p13,Ultragaz,44,110.0,comercial,,56.282.345/0001-60
25-01-2024,205781,comercio,galao_25l,Lindoya,46,26.0,whatsapp,pix,38.422.395/0001-65
Jan-21-24,205782,consumidor_final,gas_p13,Liquigás,7,110.0,whatsapp,boleto,
2024-01-04,205783,comercio,gas_p45,Copagaz,11,380.0,whatsapp,debito,14.932.412/0001-50
2024-01-13,205784,comercio,agua_500ml,Crystal,23,2.5,comercial,debito,92.275.691/0001-60
2024-01-29,205785,comercio,agua_500ml,Minalba,10,2.5,balcao,,16.420.893/0001-87
Jan-17-24,205786,comercio,gas_p13,Liquigás,18,110.0,balcao,dinheiro,17.467.395/0001-39
Jan-15-24,205787,comercio,galao_25l,Bonafont,2,26.0,comercial,credito,24.408.329/0001-98
12/01/2024,205788,comercio,galao_25l,Bonafont,18,26.0,comercial,boleto,34.806.394/0001-78
2024-01-14,205789,comercio,gas_p45,Copagaz,4,380.0,balcao,pix,72.104.683/0001-14
2024-01-07,205790,comercio,gas_p13,Ultragaz,19,110.0,balcao,pix,13.710.125/0001-23
21-01-2024,205791,consumidor_final,gas_p13,Liquigás,9,110.0,telefone,credito,
Jan-26-24,205792,comercio,galao_25l,Bonafont,32,26.0,telefone,boleto,82.397.596/0001-47
07-01-2024,205793,comercio,galao_25l,Bonafont,1,26.0,whatsapp,dinheiro,52.724.220/0001-26
28/01/2024,205794,comercio,galao_25l,Lindoya,8,26.0,whatsapp,boleto,88.983.159/0001-82
2024-01-09,205795,comercio,gas_p13,Liquigás,16,110.0,whatsapp,debito,80.307.459/0001-88
Jan-23-24,205796,comercio,agua_500ml,Crystal,1,2.5,telefone,boleto,22.835.135/0001-75
24-01-2024,205797,comercio,gas_p45,Fogás,3,"380,0",comercial,boleto,45.753.304/0001-83
2024-01-03,205798,comercio,agua_500ml,Minalba,29,"2,5",telefone,debito,25.571.742/0001-67
Jan-17-24,205799,comercio,galao_25l,Lindoya,33,26.0,comercial,debito,63.105.104/0001-33
15/01/2024,205800,comercio,galao_25l,Bonafont,8,26.0,comercial,boleto,45.595.574/0001-64
Jan-26-24,205801,comercio,galao_25l,Lindoya,27,26.0,telefone,pix,31.387.429/0001-57
2024-01-10,205802,consumidor_final,galao_25l,Bonafont,6,26.0,comercial,dinheiro,
2024-01-14,205803,consumidor_final,gas_p45,Fogás,35,380.0,telefone,debito,
18/01/2024,205804,consumidor_final,gas_p45,Copagaz,6,380.0,comercial,pix,
19/01/2024,205805,comercio,gas_p45,Fogás,4,380.0,telefone,pix,74.134.523/0001-43
15-01-2024,205806,comercio,galao_25l,Bonafont,28,26.0,telefone,pix,28.824.842/0001-58
28/01/2024,205807,comercio,agua_500ml,Crystal,43,2.5,whatsapp,debito,20.626.513/0001-40
2024-01-31,205808,consumidor_final,galao_25l,Bonafont,34,26.0,comercial,dinheiro,
16/01/2024,205809,comercio,galao_25l,Lindoya,-5,26.0,comercial,debito,
21/01/2024,205810,comercio,gas_p13,Liquigás,36,110.0,balcao,dinheiro,82.748.360/0001-42
29-01-2024,205811,comercio,galao_25l,Bonafont,10,26.0,comercial,pix,68.644.447/0001-74
Jan-17-24,205812,comercio,gas_p45,Fogás,1,380.0,comercial,boleto,
2024-01-18,205813,comercio,galao_25l,Lindoya,24,26.0,comercial,boleto,42.142.940/0001-10
Jan-29-24,205814,comercio,galao_25l,Bonafont,11,"R$ 26,0",telefone,boleto,96.925.494/0001-81
2024-01-03,205815,comercio,gas_p45,Fogás,35,380.0,balcao,boleto,51.959.404/0001-46
2024-01-25,205816,comercio,gas_p13,Liquigás,42,110.0,telefone,pix,93.640.439/0001-92
Jan-28-24,205817,comercio,gas_p13,Liquigás,23,110.0,whatsapp,debito,
03/01/2024,205818,comercio,gas_p45,Copagaz,31,380.0,balcao,pix,59.625.324/0001-67
28/01/2024,205819,comercio,gas_p13,Ultragaz,31,110.0,telefone,pix,92.409.158/0001-65
04/01/2024,205820,comercio,galao_25l,Lindoya,5,26.0,whatsapp,boleto,61.146.132/0001-42
2024-01-22,205821,comercio,gas_p45,Copagaz,20,"R$ 380,0",comercial,credito,86.327.399/0001-23
07-01-2024,205822,comercio,agua_500ml,Crystal,5,2.5,whatsapp,debito,25.117.576/0001-32
Jan-22-24,205823,comercio,galao_25l,Lindoya,36,26.0,telefone,pix,41.483.174/0001-88
2024-01-06,205824,comercio,galao_25l,Bonafont,23,26.0,telefone,boleto,26.795.910/0001-18
Jan-28-24,205825,consumidor_final,agua_500ml,Minalba,-5,2.5,telefone,boleto,
Jan-02-24,205826,comercio,galao_25l,Bonafont,29,26.0,telefone,boleto,19.749.207/0001-63
2024-01-13,205827,comercio,gas_p13,Liquigás,39,110.0,balcao,pix,18.432.140/0001-25
18/01/2024,205828,comercio,galao_25l,Lindoya,24,26.0,whatsapp,dinheiro,76.436.440/0001-87
2024-01-17,205829,comercio,galao_25l,Bonafont,25,26.0,balcao,credito,26.913.895/0001-37
09-01-2024,205830,comercio,galao_25l,Bonafont,15,26.0,telefone,dinheiro,73.476.194/0001-99
2024-01-01,205831,consumidor_final,gas_p45,Fogás,31,380.0,comercial,pix,
Jan-02-24,205832,comercio,agua_500ml,Minalba,11,2.5,telefone,boleto,21.784.750/0001-28
31-01-2024,205833,consumidor_final,agua_500ml,Minalba,25,2.5,telefone,credito,
2024-01-26,205834,consumidor_final,gas_p45,Copagaz,1,380.0,whatsapp,dinheiro,
Jan-04-24,205835,comercio,galao_25l,Bonafont,8,26.0,telefone,pix,76.871.397/0001-31
20/01/2024,205836,comercio,galao_25l,Bonafont,39,26.0,balcao,dinheiro,70.421.808/0001-45
24-01-2024,205837,consumidor_final,gas_p45,Fogás,29,380.0,telefone,pix,
2024-01-14,205838,comercio,galao_25l,Bonafont,22,26.0,telefone,dinheiro,68.169.213/0001-26
Jan-29-24,205839,comercio,galao_25l,Lindoya,40,26.0,balcao,dinheiro,
2024-01-29,205840,comercio,galao_25l,Bonafont,29,26.0,whatsapp,debito,45.541.415/0001-50
Jan-03-24,205841,comercio,gas_p13,Ultragaz,14,110.0,balcao,credito,
02/01/2024,205842,comercio,galao_25l,Lindoya,27,26.0,balcao,credito,48.778.681/0001-21
Jan-20-24,205843,comercio,gas_p13,Liquigás,3,110.0,whatsapp,pix,43.972.124/0001-43
13/01/2024,205844,comercio,agua_500ml,Minalba,25,2.5,comercial,pix,52.488.224/0001-27
Jan-16-24,205845,consumidor_final,galao_25l,Lindoya,26,26.0,telefone,dinheiro,
24-01-2024,205846,comercio,agua_500ml,Minalba,13,2.5,whatsapp,debito,76.538.785/0001-74
26/01/2024,205847,comercio,galao_25l,Bonafont,49,26.0,comercial,dinheiro,12.324.901/0001-29
29-01-2024,205848,comercio,agua_500ml,Minalba,17,2.5,telefone,pix,23.422.453/0001-16
Jan-27-24,205849,comercio,agua_500ml,Crystal,-5,2.5,whatsapp,dinheiro,76.260.826/0001-95
04-01-2024,205850,comercio,gas_p13,Liquigás,42,110.0,comercial,credito,55.663.713/0001-84
2024-01-03,205851,comercio,gas_p13,Liquigás,48,110.0,balcao,debito,46.654.118/0001-14
15/01/2024,205852,comercio,gas_p45,Copagaz,16,380.0,balcao,dinheiro,54.128.225/0001-55
Jan-23-24,205853,comercio,gas_p45,Copagaz,10,380.0,whatsapp,pix,18.951.326/0001-72
2024-01-21,205854,comercio,galao_25l,Bonafont,48,26.0,balcao,dinheiro,13.652.841/0001-77
07/01/2024,205855,consumidor_final,galao_25l,Bonafont,31,26.0,whatsapp,debito,
01/01/2024,205856,comercio,galao_25l,Bonafont,15,26.0,comercial,credito,69.845.411/0001-17
07/01/2024,205857,comercio,agua_500ml,Crystal,10,2.5,balcao,pix,55.890.891/0001-76
15/01/2024,205858,comercio,gas_p45,Copagaz,31,380.0,telefone,debito,40.553.759/0001-24
Jan-06-24,205859,comercio,gas_p45,Copagaz,47,380.0,whatsapp,boleto,55.167.357/0001-65
19/01/2024,205860,comercio,gas_p13,Ultragaz,41,110.0,comercial,pix,63.325.456/0001-70
29-01-2024,205861,comercio,gas_p13,Ultragaz,18,110.0,telefone,boleto,55.629.368/0001-99
2024-01-05,205862,comercio,gas_p45,Copagaz,7,380.0,telefone,credito,33.479.425/0001-89
2024-01-18,205863,comercio,agua_500ml,Minalba,21,2.5,balcao,,
01/01/2024,205864,consumidor_final,agua_500ml,Crystal,46,2.5,telefone,pix,
12-01-2024,205865,comercio,gas_p45,Copagaz,40,380.0,whatsapp,pix,56.891.585/0001-55
05/01/2024,205866,comercio,galao_25l,Lindoya,42,26.0,telefone,dinheiro,37.953.954/0001-43
2024-01-22,205867,comercio,galao_25l,Bonafont,25,"26,0",telefone,boleto,74.714.695/0001-40
Jan-08-24,205868,comercio,galao_25l,Lindoya,45,26.0,telefone,pix,96.983.774/0001-40
18/01/2024,205869,comercio,gas_p13,Liquigás,25,"R$ 110,0",whatsapp,credito,54.981.730/0001-41
2024-01-12,205870,consumidor_final,agua_500ml,Minalba,46,"R$ 2,5",whatsapp,pix,
16-01-2024,205871,consumidor_final,gas_p45,Fogás,8,380.0,balcao,pix,
28/01/2024,205872,comercio,gas_p13,Liquigás,9,110.0,comercial,credito,37.856.725/0001-63
16/01/2024,205873,comercio,agua_500ml,Minalba,6,"R$ 2,5",telefone,dinheiro,11.227.670/0001-89
05-01-2024,205874,consumidor_final,galao_25l,Lindoya,10,"26,0",comercial,debito,
2024-01-20,205875,consumidor_final,gas_p13,Liquigás,12,110.0,balcao,dinheiro,
21/01/2024,205876,comercio,gas_p45,Fogás,15,380.0,comercial,dinheiro,64.348.277/0001-85
Jan-13-24,205877,comercio,galao_25l,Lindoya,24,26.0,whatsapp,dinheiro,30.934.635/0001-30
Jan-01-24,205878,comercio,gas_p45,Copagaz,5,380.0,telefone,boleto,44.226.397/0001-75
Jan-13-24,205879,comercio,galao_25l,Lindoya,5,26.0,comercial,credito,30.470.918/0001-47
21/01/2024,205880,consumidor_final,gas_p45,Fogás,44,"R$ 380,0",balcao,debito,
18-01-2024,205881,consumidor_final,agua_500ml,Minalba,27,2.5,telefone,credito,
2024-01-26,205882,comercio,agua_500ml,Crystal,17,2.5,comercial,pix,62.596.282/0001-75
22-01-2024,205883,comercio,gas_p45,Copagaz,2,380.0,balcao,pix,68.655.567/0001-43
2024-01-05,205884,comercio,galao_25l,Lindoya,30,26.0,comercial,debito,99.728.864/0001-91
2024-01-07,205885,comercio,galao_25l,Lindoya,15,26.0,telefone,boleto,24.220.152/0001-53
2024-01-25,205886,comercio,gas_p45,Fogás,4,380.0,comercial,pix,98.869.747/0001-46
13-01-2024,205887,comercio,gas_p45,Copagaz,8,380.0,balcao,dinheiro,12.545.644/0001-95
06/01/2024,205888,comercio,gas_p45,Copagaz,21,380.0,comercial,boleto,86.701.226/0001-83
2024-01-17,205889,comercio,agua_500ml,Minalba,4,2.5,whatsapp,pix,
25-01-2024,205890,consumidor_final,gas_p45,Copagaz,26,380.0,telefone,credito,
05-01-2024,205891,comercio,galao_25l,Bonafont,46,26.0,balcao,dinheiro,42.966.879/0001-74
05-01-2024,205892,comercio,gas_p45,Fogás,8,380.0,balcao,credito,68.906.825/0001-22
2024-01-09,205893,comercio,gas_p13,Ultragaz,27,110.0,balcao,boleto,86.855.621/0001-47
19-01-2024,205894,comercio,agua_500ml,Minalba,21,2.5,telefone,dinheiro,
31/01/2024,205895,comercio,gas_p13,Liquigás,41,110.0,telefone,boleto,71.261.140/0001-35
2024-01-19,205896,comercio,gas_p13,Liquigás,12,110.0,comercial,debito,95.709.903/0001-62
18/01/2024,205897,comercio,gas_p13,Ultragaz,3,110.0,balcao,boleto,12.299.782/0001-77
2024-01-03,205898,comercio,gas_p45,Copagaz,19,"R$ 380,0",whatsapp,dinheiro,68.320.746/0001-19
27-01-2024,205899,comercio,gas_p45,Fogás,27,380.0,comercial,pix,78.342.806/0001-42
Jan-09-24,205900,consumidor_final,gas_p13,Ultragaz,33,110.0,whatsapp,boleto,
10/01/2024,205901,consumidor_final,galao_25l,Bonafont,19,26.0,balcao,credito,
2024-01-30,205902,comercio,gas_p45,Fogás,9,380.0,comercial,dinheiro,45.545.208/0001-52
Jan-21-24,205903,comercio,gas_p13,Liquigás,21,110.0,comercial,credito,28.585.928/0001-67
12-01-2024,205904,comercio,agua_500ml,Crystal,29,2.5,whatsapp,debito,74.655.182/0001-47
Jan-25-24,205905,consumidor_final,gas_p45,Fogás,22,380.0,telefone,debito,
18/01/2024,205906,comercio,galao_25l,Bonafont,5,26.0,telefone,boleto,97.735.417/0001-64
Jan-31-24,205907,comercio,gas_p13,Liquigás,43,110.0,telefone,,46.477.603/0001-11
31-01-2024,205908,comercio,gas_p45,Copagaz,48,380.0,comercial,dinheiro,18.682.253/0001-92
2024-01-04,205909,comercio,galao_25l,Bonafont,8,26.0,comercial,credito,91.669.748/0001-21
Jan-20-24,205910,comercio,gas_p45,Fogás,18,380.0,whatsapp,debito,49.323.718/0001-24
04/01/2024,205911,consumidor_final,galao_25l,Bonafont,17,"R$ 26,0",whatsapp,dinheiro,
Jan-21-24,205912,comercio,agua_500ml,Crystal,47,2.5,comercial,pix,60.147.664/0001-48
Jan-26-24,205913,comercio,galao_25l,Lindoya,16,26.0,telefone,debito,
Jan-21-24,205914,comercio,galao_25l,Lindoya,30,26.0,balcao,pix,26.734.509/0001-33
Jan-18-24,205915,comercio,gas_p45,Fogás,3,"R$ 380,0",whatsapp,credito,98.226.607/0001-21
17-01-2024,205916,consumidor_final,gas_p13,Liquigás,31,110.0,telefone,boleto,
01/01/2024,205917,comercio,gas_p13,Liquigás,4,110.0,telefone,debito,46.888.402/0001-45
25-01-2024,205918,comercio,gas_p13,Ultragaz,15,110.0,balcao,pix,84.729.891/0001-79
2024-01-24,205919,consumidor_final,gas_p13,Liquigás,15,110.0,telefone,debito,
27-01-2024,205920,comercio,agua_500ml,Crystal,45,"R$ 2,5",comercial,credito,96.799.807/0001-50
30-01-2024,205921,comercio,gas_p45,Copagaz,22,380.0,comercial,debito,
Jan-26-24,205922,comercio,gas_p13,Liquigás,29,"110,0",comercial,boleto,
2024-01-11,205923,consumidor_final,gas_p45,Fogás,24,"R$ 380,0",whatsapp,credito,
2024-01-03,205924,comercio,galao_25l,Bonafont,38,26.0,telefone,debito,53.644.662/0001-88
03/01/2024,205925,comercio,galao_25l,Lindoya,13,26.0,telefone,dinheiro,95.743.272/0001-82
20/01/2024,205926,comercio,gas_p13,Ultragaz,45,110.0,balcao,credito,
2024-01-10,205927,comercio,galao_25l,Lindoya,3,26.0,balcao,dinheiro,
Jan-10-24,205928,consumidor_final,galao_25l,Bonafont,20,26.0,whatsapp,credito,
2024-01-12,205929,consumidor_final,galao_25l,Lindoya,23,26.0,telefone,dinheiro,
18-01-2024,205930,consumidor_final,gas_p13,Ultragaz,38,110.0,comercial,pix,
Jan-11-24,205931,comercio,gas_p13,Liquigás,34,"R$ 110,0",telefone,boleto,47.422.880/0001-27
23/01/2024,205932,comercio,agua_500ml,Minalba,7,2.5,telefone,credito,13.581.347/0001-21
2024-01-09,205933,comercio,gas_p45,Copagaz,15,380.0,balcao,boleto,56.732.536/0001-37
30-01-2024,205934,comercio,agua_500ml,Crystal,1,2.5,whatsapp,boleto,
12-01-2024,205935,consumidor_final,galao_25l,Lindoya,32,26.0,balcao,dinheiro,
19/01/2024,205936,comercio,gas_p45,Fogás,10,380.0,whatsapp,dinheiro,94.141.496/0001-31
Jan-06-24,205937,comercio,gas_p13,Ultragaz,5,110.0,comercial,pix,18.650.350/0001-68
2024-01-18,205938,comercio,galao_25l,Lindoya,38,26.0,telefone,boleto,79.189.205/0001-23
2024-01-30,205939,comercio,gas_p13,Liquigás,28,110.0,whatsapp,boleto,97.835.963/0001-46
02/01/2024,205940,comercio,gas_p45,Copagaz,5,380.0,balcao,,60.860.383/0001-89
Jan-28-24,205941,consumidor_final,gas_p13,Ultragaz,29,110.0,balcao,credito,
2024-01-16,205942,comercio,agua_500ml,Minalba,48,2.5,whatsapp,dinheiro,92.814.664/0001-93
Jan-11-24,205943,comercio,galao_25l,Lindoya,29,26.0,comercial,credito,14.464.882/0001-81
27-01-2024,205944,consumidor_final,gas_p45,Copagaz,15,380.0,whatsapp,boleto,
Jan-19-24,205945,consumidor_final,galao_25l,Bonafont,1,26.0,whatsapp,dinheiro,
20/01/2024,205946,comercio,gas_p45,Fogás,3,380.0,telefone,dinheiro,62.903.329/0001-16
2024-01-03,205947,comercio,gas_p13,Liquigás,11,110.0,telefone,boleto,62.926.573/0001-19
2024-01-31,205948,comercio,gas_p45,Fogás,42,380.0,comercial,credito,87.421.628/0001-93
18/01/2024,205949,comercio,gas_p13,Liquigás,30,110.0,comercial,debito,14.251.724/0001-99
19-01-2024,205950,comercio,gas_p45,Copagaz,24,380.0,balcao,credito,39.743.854/0001-47
Jan-30-24,205951,consumidor_final,galao_25l,Bonafont,18,26.0,whatsapp,credito,
24-01-2024,205952,comercio,agua_500ml,Minalba,34,"R$ 2,5",comercial,dinheiro,43.490.267/0001-65
Jan-25-24,205953,comercio,gas_p13,Liquigás,48,110.0,balcao,boleto,70.646.671/0001-55
2024-01-22,205954,comercio,galao_25l,Lindoya,18,26.0,telefone,pix,90.338.602/0001-95
2024-01-11,205955,comercio,galao_25l,Lindoya,29,26.0,whatsapp,credito,46.116.406/0001-10
05/01/2024,205956,comercio,agua_500ml,Minalba,20,2.5,whatsapp,debito,99.956.902/0001-98
2024-01-18,205957,comercio,gas_p45,Copagaz,47,380.0,balcao,dinheiro,
03/01/2024,205958,comercio,galao_25l,Lindoya,37,26.0,telefone,pix,98.777.993/0001-43
17-01-2024,205959,comercio,gas_p45,Copagaz,49,380.0,comercial,dinheiro,65.878.287/0001-43
16-01-2024,205960,consumidor_final,gas_p45,Copagaz,25,380.0,whatsapp,boleto,
2024-01-27,205961,consumidor_final,gas_p45,Fogás,27,380.0,telefone,credito,
2024-01-08,205962,comercio,agua_500ml,Minalba,15,2.5,comercial,pix,
Jan-02-24,205963,comercio,gas_p45,Copagaz,25,380.0,comercial,,29.880.409/0001-40
Jan-10-24,205964,comercio,gas_p13,Ultragaz,27,110.0,balcao,boleto,16.502.483/0001-84
Jan-13-24,205965,comercio,agua_500ml,Crystal,26,2.5,balcao,credito,
17-01-2024,205966,comercio,gas_p45,Copagaz,45,380.0,balcao,credito,64.431.124/0001-77
10/01/2024,205967,comercio,galao_25l,Lindoya,26,"R$ 26,0",telefone,pix,90.904.449/0001-35
26/01/2024,205968,comercio,gas_p13,Liquigás,43,110.0,telefone,debito,42.797.200/0001-51
2024-01-25,205969,comercio,agua_500ml,Minalba,24,2.5,balcao,debito,26.449.699/0001-76
2024-01-19,205970,consumidor_final,gas_p13,Ultragaz,35,"110,0",telefone,debito,
12/01/2024,205971,comercio,gas_p45,Copagaz,21,380.0,comercial,credito,93.299.107/0001-28
Jan-11-24,205972,comercio,gas_p45,Fogás,25,380.0,balcao,debito,35.419.370/0001-44
2024-01-27,205973,comercio,gas_p13,Liquigás,37,110.0,comercial,dinheiro,94.605.452/0001-50
2024-01-21,205974,comercio,gas_p13,Ultragaz,-5,"R$ 110,0",whatsapp,dinheiro,76.750.949/0001-86
Jan-07-24,205975,consumidor_final,agua_500ml,Crystal,12,"2,5",comercial,dinheiro,
01/01/2024,205976,comercio,galao_25l,Bonafont,36,26.0,comercial,pix,24.142.649/0001-30
2024-01-23,205977,comercio,galao_25l,Lindoya,28,26.0,comercial,credito,88.985.247/0001-39
08/01/2024,205978,consumidor_final,galao_25l,Bonafont,36,26.0,comercial,boleto,
14/01/2024,205979,comercio,gas_p45,Fogás,-5,380.0,comercial,dinheiro,81.122.592/0001-36
Jan-23-24,205980,comercio,galao_25l,Bonafont,17,26.0,comercial,credito,38.654.562/0001-20
Jan-04-24,205981,comercio,gas_p13,Ultragaz,35,110.0,comercial,credito,47.940.837/0001-50
Jan-04-24,205982,comercio,gas_p45,Copagaz,22,380.0,comercial,dinheiro,92.579.264/0001-68
19/01/2024,205983,comercio,galao_25l,Lindoya,41,26.0,whatsapp,debito,73.646.610/0001-10
Jan-23-24,205984,consumidor_final,agua_500ml,Minalba,18,2.5,telefone,boleto,
Jan-23-24,205985,comercio,agua_500ml,Crystal,7,"R$ 2,5",whatsapp,boleto,22.790.268/0001-91
06/01/2024,205986,comercio,gas_p45,Fogás,10,380.0,balcao,dinheiro,
18/01/2024,205987,consumidor_final,gas_p13,Liquigás,19,110.0,comercial,debito,
15/01/2024,205988,consumidor_final,gas_p45,Fogás,47,380.0,telefone,credito,
14-01-2024,205989,comercio,galao_25l,Bonafont,43,26.0,comercial,debito,18.722.457/0001-43
26-01-2024,205990,comercio,gas_p13,Ultragaz,25,110.0,balcao,boleto,25.340.364/0001-18
25/01/2024,205991,comercio,gas_p45,Copagaz,31,380.0,comercial,boleto,66.986.672/0001-79
Jan-05-24,205992,comercio,gas_p45,Copagaz,41,380.0,telefone,dinheiro,18.870.445/0001-97
Jan-29-24,205993,comercio,galao_25l,Bonafont,23,"R$ 26,0",comercial,debito,20.354.592/0001-83
28-01-2024,205994,comercio,gas_p13,Liquigás,35,110.0,telefone,,54.799.495/0001-64
16-01-2024,205995,comercio,gas_p13,Liquigás,14,"R$ 110,0",telefone,credito,34.256.893/0001-68
Jan-24-24,205996,consumidor_final,agua_500ml,Crystal,12,"2,5",whatsapp,debito,
Jan-13-24,205997,comercio,gas_p13,Ultragaz,4,110.0,whatsapp,dinheiro,74.747.332/0001-48
Jan-26-24,205998,comercio,gas_p13,Ultragaz,1,110.0,whatsapp,,37.563.904/0001-28
Jan-29-24,205999,consumidor_final,agua_500ml,Crystal,48,2.5,whatsapp,dinheiro,
06-01-2024,206000,comercio,galao_25l,Lindoya,7,26.0,balcao,debito,36.433.683/0001-51
2024-01-05,206001,comercio,agua_500ml,Minalba,46,"R$ 2,5",telefone,,38.346.820/0001-45
22/01/2024,206002,comercio,galao_25l,Bonafont,8,26.0,comercial,pix,93.503.476/0001-50
Jan-14-24,206003,comercio,galao_25l,Bonafont,21,26.0,whatsapp,debito,
09-01-2024,206004,consumidor_final,agua_500ml,Minalba,35,2.5,telefone,dinheiro,
Jan-13-24,206005,comercio,agua_500ml,Minalba,27,2.5,whatsapp,boleto,89.457.141/0001-27
Jan-06-24,206006,comercio,gas_p45,Copagaz,2,380.0,whatsapp,boleto,12.391.540/0001-57
17/01/2024,206007,comercio,gas_p45,Copagaz,10,380.0,balcao,dinheiro,13.787.432/0001-45
Jan-18-24,206008,comercio,gas_p13,Ultragaz,10,110.0,whatsapp,debito,42.372.139/0001-87
Jan-02-24,206009,comercio,galao_25l,Bonafont,16,26.0,balcao,dinheiro,24.479.647/0001-21
04-01-2024,206010,comercio,gas_p45,Fogás,1,380.0,balcao,dinheiro,
Jan-20-24,206011,consumidor_final,gas_p45,Copagaz,8,380.0,whatsapp,credito,
2024-01-28,206012,comercio,galao_25l,Bonafont,15,"26,0",balcao,boleto,67.122.144/0001-55
2024-01-28,206013,consumidor_final,agua_500ml,Crystal,6,2.5,whatsapp,debito,
2024-01-24,206014,consumidor_final,gas_p45,Copagaz,50,380.0,balcao,debito,
2024-01-29,206015,comercio,galao_25l,Bonafont,5,26.0,telefone,dinheiro,23.978.359/0001-39
Jan-20-24,206016,consumidor_final,agua_500ml,Crystal,39,2.5,whatsapp,,
2024-01-26,206017,comercio,gas_p45,Fogás,4,380.0,whatsapp,pix,39.229.209/0001-58
Jan-06-24,206018,comercio,gas_p45,Copagaz,6,380.0,whatsapp,boleto,71.542.941/0001-33
2024-01-28,206019,comercio,agua_500ml,Minalba,41,2.5,balcao,debito,64.941.827/0001-85
28/01/2024,206020,comercio,agua_500ml,Crystal,23,2.5,telefone,dinheiro,74.667.964/0001-62
21/01/2024,206021,comercio,agua_500ml,Crystal,20,2.5,telefone,dinheiro,88.463.735/0001-49
25/01/2024,206022,comercio,gas_p13,Ultragaz,40,110.0,balcao,debito,96.926.141/0001-22
Jan-01-24,206023,comercio,galao_25l,Bonafont,4,26.0,telefone,credito,59.954.830/0001-30
04-01-2024,206024,comercio,agua_500ml,Crystal,7,2.5,whatsapp,pix,46.647.589/0001-29
26-01-2024,206025,comercio,galao_25l,Lindoya,3,26.0,whatsapp,debito,27.901.641/0001-94
23-01-2024,206026,comercio,agua_500ml,Minalba,10,2.5,comercial,dinheiro,55.354.660/0001-18
Jan-30-24,206027,consumidor_final,gas_p13,Ultragaz,50,110.0,balcao,boleto,
Jan-08-24,206028,comercio,agua_500ml,Crystal,41,2.5,telefone,debito,99.996.447/0001-91
Jan-26-24,206029,comercio,gas_p13,Liquigás,42,110.0,telefone,dinheiro,94.160.138/0001-86
2024-01-05,206030,comercio,gas_p13,Liquigás,34,110.0,telefone,boleto,59.627.221/0001-40
05-01-2024,206031,comercio,galao_25l,Lindoya,42,26.0,whatsapp,boleto,
2024-01-03,206032,comercio,agua_500ml,Minalba,33,"R$ 2,5",balcao,dinheiro,73.701.370/0001-89
2024-01-28,206033,comercio,gas_p13,Liquigás,23,110.0,balcao,debito,11.953.939/0001-49
Jan-27-24,206034,comercio,galao_25l,Bonafont,44,26.0,whatsapp,pix,63.923.438/0001-82
11-01-2024,206035,comercio,galao_25l,Bonafont,9,26.0,telefone,boleto,39.537.982/0001-96
