data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj,validacao_cnpj
2024-01-20,203938,comercio,gas_p13,Ultragaz,30,110.0,whatsapp,credito,33.917.832/0001-24,OK
2024-01-26,203939,comercio,agua_500ml,Crystal,25,"2,5",comercial,credito,96.419.630/0001-63,OK
2024-01-15,203940,comercio,agua_500ml,Crystal,10,2.5,telefone,debito,40.332.687/0001-57,OK
2024-01-13,203941,comercio,gas_p45,Fogás,42,380.0,balcao,debito,17.242.872/0001-81,OK
2024-01-12,203942,comercio,agua_500ml,Minalba,39,2.5,balcao,dinheiro,97.758.496/0001-10,OK
2024-01-29,203943,comercio,agua_500ml,Crystal,32,"R$ 2,5",comercial,pix,51.166.362/0001-83,OK
2024-01-13,203944,consumidor_final,gas_p13,Ultragaz,50,110.0,balcao,dinheiro,,OK
2024-01-24,203945,comercio,agua_500ml,Crystal,2,2.5,telefone,pix,41.624.552/0001-39,OK
2024-01-27,203946,comercio,galao_25l,Lindoya,16,26.0,comercial,dinheiro,69.875.998/0001-42,OK
2024-10-01,203947,comercio,gas_p13,Liquigás,4,"R$ 110,0",whatsapp,Não Informado,60.800.595/0001-30,OK
2024-01-26,203948,comercio,gas_p45,Fogás,21,380.0,comercial,pix,64.882.508/0001-12,OK
2024-03-01,203949,comercio,gas_p45,Fogás,17,380.0,comercial,pix,88.445.713/0001-16,OK
2024-01-15,203950,comercio,agua_500ml,Minalba,15,2.5,whatsapp,pix,56.575.437/0001-73,OK
2024-06-01,203951,comercio,agua_500ml,Crystal,10,2.5,telefone,debito,,PENDENTE
2024-01-06,203952,comercio,agua_500ml,Crystal,10,2.5,telefone,credito,95.623.412/0001-55,OK
2024-01-18,203953,comercio,gas_p13,Ultragaz,15,"110,0",telefone,debito,,PENDENTE
2024-01-01,203954,comercio,gas_p13,Liquigás,17,110.0,telefone,Não Informado,49.623.146/0001-56,OK
2024-01-16,203955,comercio,gas_p13,Ultragaz,11,110.0,comercial,debito,,PENDENTE
2024-01-23,203956,comercio,gas_p13,Liquigás,49,110.0,telefone,debito,19.340.919/0001-19,OK
2024-02-01,203957,consumidor_final,gas_p45,Copagaz,16,380.0,telefone,debito,,OK
2024-01-26,203958,comercio,agua_500ml,Crystal,5,2.5,comercial,credito,51.724.278/0001-29,OK
2024-01-29,203959,comercio,galao_25l,Lindoya,13,26.0,comercial,debito,28.110.781/0001-12,OK
2024-01-01,203960,comercio,agua_500ml,Minalba,49,2.5,comercial,pix,67.941.767/0001-48,OK
2024-04-01,203961,comercio,gas_p45,Fogás,41,380.0,telefone,pix,84.779.282/0001-67,OK
2024-01-15,203963,comercio,gas_p13,Ultragaz,27,110.0,whatsapp,boleto,43.536.215/0001-16,OK
2024-01-20,203964,comercio,galao_25l,Bonafont,27,26.0,whatsapp,pix,71.372.849/0001-67,OK
2024-01-05,203965,comercio,galao_25l,Bonafont,46,26.0,whatsapp,pix,,PENDENTE
2024-01-16,203966,comercio,gas_p45,Fogás,10,380.0,telefone,pix,55.771.195/0001-66,OK
2024-01-13,203967,comercio,agua_500ml,Crystal,11,2.5,balcao,credito,,PENDENTE
2024-01-15,203968,comercio,gas_p45,Copagaz,31,"R$ 380,0",whatsapp,credito,56.728.518/0001-43,OK
2024-01-26,203969,comercio,gas_p45,Copagaz,5,380.0,comercial,boleto,10.244.778/0001-66,OK
2024-01-27,203970,comercio,gas_p13,Liquigás,41,110.0,telefone,boleto,35.917.863/0001-12,OK
2024-10-01,203971,comercio,galao_25l,Lindoya,43,26.0,balcao,credito,43.438.294/0001-28,OK
2024-01-30,203972,comercio,agua_500ml,Minalba,22,2.5,telefone,boleto,92.711.610/0001-65,OK
2024-01-29,203973,comercio,gas_p45,Copagaz,7,"R$ 380,0",comercial,credito,95.186.246/0001-98,OK
2024-01-16,203974,comercio,agua_500ml,Minalba,19,2.5,whatsapp,pix,73.422.860/0001-73,OK
2024-01-18,203975,consumidor_final,galao_25l,Bonafont,10,26.0,whatsapp,boleto,,OK
2024-01-22,203976,comercio,gas_p45,Copagaz,26,380.0,whatsapp,boleto,41.407.565/0001-91,OK
2024-01-29,203977,comercio,gas_p45,Copagaz,36,"R$ 380,0",comercial,boleto,39.380.696/0001-96,OK
2024-11-01,203978,comercio,galao_25l,Lindoya,49,"R$ 26,0",telefone,boleto,,PENDENTE
2024-01-20,203979,comercio,gas_p45,Fogás,13,380.0,balcao,Não Informado,25.246.922/0001-33,OK
2024-01-06,203980,comercio,gas_p45,Fogás,44,380.0,comercial,pix,11.981.349/0001-86,OK
2024-01-08,203981,comercio,gas_p13,Ultragaz,26,110.0,comercial,debito,68.791.113/0001-98,OK
2024-01-29,203982,comercio,agua_500ml,Minalba,14,"2,5",whatsapp,credito,15.965.903/0001-68,OK
2024-01-30,203983,consumidor_final,galao_25l,Lindoya,10,26.0,telefone,pix,,OK
2024-06-01,203984,comercio,galao_25l,Lindoya,40,26.0,telefone,Não Informado,70.600.444/0001-54,OK
2024-11-01,203985,comercio,gas_p45,Copagaz,49,380.0,comercial,debito,17.734.129/0001-62,OK
2024-01-19,203986,comercio,gas_p45,Copagaz,39,380.0,whatsapp,debito,22.518.903/0001-48,OK
2024-01-31,203987,consumidor_final,gas_p13,Liquigás,42,"110,0",telefone,dinheiro,,OK
2024-01-14,203988,comercio,galao_25l,Bonafont,35,26.0,whatsapp,pix,52.773.863/0001-20,OK
2024-01-15,203989,comercio,galao_25l,Bonafont,32,26.0,telefone,Não Informado,11.194.354/0001-57,OK
2024-01-17,203990,comercio,agua_500ml,Crystal,7,2.5,telefone,credito,38.565.495/0001-86,OK
2024-06-01,203991,consumidor_final,agua_500ml,Crystal,35,"R$ 2,5",whatsapp,pix,,OK
2024-01-05,203992,consumidor_final,gas_p45,Copagaz,9,380.0,telefone,pix,,OK
2024-01-19,203993,comercio,gas_p45,Fogás,29,380.0,balcao,dinheiro,83.431.600/0001-73,OK
2024-01-31,203994,comercio,agua_500ml,Minalba,38,2.5,telefone,credito,32.369.564/0001-26,OK
2024-01-28,203995,comercio,agua_500ml,Minalba,35,2.5,balcao,pix,15.239.187/0001-55,OK
2024-01-30,203996,comercio,gas_p13,Ultragaz,2,110.0,comercial,dinheiro,76.178.942/0001-87,OK
2024-03-01,203997,comercio,galao_25l,Bonafont,11,26.0,whatsapp,debito,67.466.667/0001-86,OK
2024-01-01,203998,consumidor_final,gas_p13,Liquigás,28,110.0,comercial,boleto,,OK
2024-01-13,203999,comercio,galao_25l,Bonafont,24,26.0,comercial,boleto,48.427.487/0001-98,OK
2024-01-02,204001,comercio,galao_25l,Bonafont,44,"R$ 26,0",balcao,boleto,71.407.479/0001-80,OK
2024-01-16,204002,comercio,gas_p45,Copagaz,37,380.0,comercial,boleto,41.869.391/0001-16,OK
2024-01-07,204003,comercio,agua_500ml,Crystal,7,2.5,comercial,dinheiro,30.731.137/0001-67,OK
2024-09-01,204004,consumidor_final,gas_p45,Copagaz,18,380.0,whatsapp,boleto,,OK
2024-01-23,204005,comercio,galao_25l,Bonafont,9,26.0,comercial,dinheiro,93.747.262/0001-63,OK
2024-01-20,204006,comercio,agua_500ml,Minalba,3,2.5,comercial,boleto,53.605.455/0001-96,OK
2024-01-01,204007,consumidor_final,gas_p13,Ultragaz,29,"R$ 110,0",whatsapp,credito,,OK
2024-01-18,204008,comercio,agua_500ml,Minalba,49,2.5,balcao,credito,78.343.849/0001-91,OK
2024-11-01,204009,consumidor_final,agua_500ml,Crystal,39,2.5,comercial,credito,,OK
2024-01-10,204010,comercio,galao_25l,Lindoya,19,26.0,telefone,debito,12.813.469/0001-27,OK
2024-01-30,204011,comercio,agua_500ml,Minalba,5,2.5,telefone,dinheiro,90.919.237/0001-25,OK
2024-01-15,204012,comercio,gas_p13,Ultragaz,22,110.0,balcao,debito,,PENDENTE
2024-01-28,204013,comercio,agua_500ml,Minalba,36,2.5,telefone,pix,60.996.607/0001-29,OK
2024-01-30,204014,consumidor_final,agua_500ml,Crystal,1,2.5,comercial,dinheiro,,OK
2024-01-01,204015,consumidor_final,gas_p45,Fogás,45,380.0,telefone,pix,,OK
2024-01-31,204016,comercio,gas_p45,Copagaz,36,380.0,balcao,credito,70.292.463/0001-87,OK
2024-01-31,204017,consumidor_final,agua_500ml,Crystal,24,2.5,whatsapp,pix,,OK
2024-01-18,204018,comercio,gas_p45,Fogás,14,380.0,balcao,credito,45.178.474/0001-85,OK
2024-10-01,204019,comercio,agua_500ml,Minalba,49,2.5,whatsapp,credito,46.267.219/0001-68,OK
2024-01-01,204020,comercio,galao_25l,Bonafont,32,"26,0",telefone,boleto,48.394.514/0001-66,OK
2024-01-09,204021,consumidor_final,gas_p45,Fogás,27,380.0,comercial,dinheiro,,OK
2024-10-01,204022,comercio,galao_25l,Bonafont,1,26.0,whatsapp,boleto,37.327.874/0001-54,OK
2024-01-05,204023,comercio,gas_p45,Fogás,50,380.0,balcao,boleto,10.568.848/0001-18,OK
2024-07-01,204024,comercio,gas_p13,Liquigás,16,110.0,comercial,dinheiro,13.561.350/0001-13,OK
2024-12-01,204025,comercio,gas_p45,Fogás,18,380.0,telefone,pix,18.986.789/0001-90,OK
2024-01-25,204026,comercio,agua_500ml,Crystal,27,2.5,telefone,debito,89.243.642/0001-71,OK
2024-01-30,204027,consumidor_final,agua_500ml,Crystal,6,2.5,comercial,pix,,OK
2024-01-11,204028,comercio,galao_25l,Bonafont,42,26.0,telefone,credito,99.441.589/0001-35,OK
2024-01-17,204029,consumidor_final,gas_p45,Fogás,25,380.0,balcao,debito,,OK
2024-02-01,204030,comercio,gas_p45,Fogás,37,380.0,whatsapp,debito,58.741.749/0001-75,OK
2024-01-10,204031,consumidor_final,agua_500ml,Minalba,32,2.5,balcao,credito,,OK
2024-03-01,204032,comercio,gas_p45,Copagaz,48,380.0,telefone,pix,38.601.308/0001-37,OK
2024-01-12,204033,comercio,gas_p13,Ultragaz,7,110.0,balcao,boleto,37.635.517/0001-99,OK
2024-01-26,204034,comercio,gas_p45,Fogás,22,380.0,balcao,boleto,,PENDENTE
2024-01-23,204035,consumidor_final,gas_p13,Liquigás,2,"R$ 110,0",telefone,Não Informado,,OK
2024-01-13,204036,comercio,galao_25l,Lindoya,20,26.0,whatsapp,debito,55.228.394/0001-78,OK
2024-01-31,204037,comercio,agua_500ml,Minalba,36,2.5,balcao,boleto,89.215.729/0001-30,OK
2024-01-10,204038,comercio,galao_25l,Lindoya,19,"26,0",telefone,Não Informado,87.772.458/0001-50,OK
2024-03-01,204039,comercio,agua_500ml,Crystal,1,"R$ 2,5",balcao,credito,31.750.592/0001-50,OK
2024-01-19,204040,consumidor_final,gas_p13,Ultragaz,26,110.0,telefone,pix,,OK
2024-01-18,204041,comercio,agua_500ml,Minalba,26,2.5,comercial,credito,91.525.700/0001-15,OK
2024-01-21,204042,comercio,galao_25l,Lindoya,13,26.0,comercial,dinheiro,81.576.160/0001-68,OK
2024-01-12,204043,consumidor_final,galao_25l,Lindoya,3,26.0,telefone,pix,,OK
2024-01-15,204044,comercio,gas_p45,Copagaz,20,380.0,whatsapp,dinheiro,72.479.721/0001-63,OK
2024-01-27,204045,comercio,agua_500ml,Minalba,24,2.5,balcao,dinheiro,13.589.182/0001-89,OK
2024-01-13,204046,consumidor_final,gas_p45,Fogás,21,380.0,whatsapp,debito,,OK
2024-09-01,204047,comercio,galao_25l,Lindoya,9,26.0,telefone,dinheiro,26.695.499/0001-68,OK
2024-11-01,204048,comercio,agua_500ml,Minalba,8,2.5,telefone,boleto,90.403.438/0001-23,OK
2024-01-07,204049,comercio,gas_p13,Liquigás,32,110.0,comercial,debito,73.701.442/0001-49,OK
2024-01-16,204050,comercio,agua_500ml,Crystal,19,"R$ 2,5",telefone,Não Informado,95.631.142/0001-37,OK
2024-12-01,204051,comercio,galao_25l,Bonafont,21,26.0,telefone,boleto,97.988.291/0001-86,OK
2024-01-31,204052,comercio,gas_p45,Fogás,12,380.0,telefone,dinheiro,34.779.511/0001-60,OK
2024-01-20,204053,consumidor_final,agua_500ml,Minalba,6,2.5,whatsapp,boleto,,OK
2024-01-28,204054,comercio,gas_p45,Fogás,44,380.0,comercial,pix,21.802.485/0001-59,OK
2024-01-20,204055,comercio,agua_500ml,Minalba,47,2.5,whatsapp,pix,10.360.315/0001-27,OK
2024-01-06,204056,comercio,galao_25l,Lindoya,43,26.0,whatsapp,debito,,PENDENTE
2024-01-13,204057,comercio,gas_p13,Liquigás,25,110.0,whatsapp,credito,,PENDENTE
2024-07-01,204058,comercio,gas_p45,Copagaz,13,380.0,telefone,boleto,43.218.631/0001-55,OK
2024-01-18,204059,consumidor_final,gas_p13,Ultragaz,31,"R$ 110,0",balcao,credito,,OK
2024-01-16,204060,comercio,agua_500ml,Crystal,23,2.5,balcao,boleto,39.767.609/0001-45,OK
2024-01-21,204061,comercio,gas_p13,Liquigás,20,"R$ 110,0",balcao,boleto,39.328.503/0001-15,OK
2024-01-13,204062,comercio,agua_500ml,Crystal,47,2.5,balcao,boleto,,PENDENTE
2024-01-20,204063,consumidor_final,gas_p13,Liquigás,50,110.0,telefone,boleto,,OK
2024-09-01,204064,comercio,galao_25l,Lindoya,32,26.0,balcao,boleto,75.647.313/0001-58,OK
2024-01-26,204065,comercio,galao_25l,Bonafont,48,26.0,whatsapp,pix,10.319.631/0001-77,OK
2024-01-29,204066,comercio,gas_p45,Copagaz,10,380.0,balcao,Não Informado,73.637.924/0001-92,OK
2024-01-27,204067,comercio,gas_p13,Liquigás,5,110.0,comercial,credito,25.749.755/0001-89,OK
2024-10-01,204068,comercio,gas_p13,Ultragaz,31,110.0,comercial,dinheiro,,PENDENTE
2024-03-01,204069,comercio,gas_p45,Fogás,28,380.0,whatsapp,boleto,46.860.672/0001-70,OK
2024-01-21,204070,comercio,agua_500ml,Minalba,24,2.5,balcao,dinheiro,,PENDENTE
2024-01-22,204071,comercio,galao_25l,Lindoya,1,26.0,whatsapp,debito,22.433.734/0001-91,OK
2024-01-22,204072,comercio,galao_25l,Bonafont,1,26.0,comercial,dinheiro,20.550.969/0001-40,OK
2024-01-15,204073,comercio,gas_p13,Liquigás,34,110.0,balcao,pix,55.595.432/0001-24,OK
2024-01-23,204074,comercio,gas_p45,Copagaz,20,380.0,telefone,pix,75.217.297/0001-53,OK
2024-01-01,204075,comercio,agua_500ml,Crystal,47,2.5,balcao,boleto,51.111.463/0001-98,OK
2024-01-17,204076,comercio,gas_p13,Liquigás,3,110.0,balcao,boleto,66.115.633/0001-12,OK
2024-01-17,204077,comercio,gas_p13,Ultragaz,33,110.0,whatsapp,boleto,,PENDENTE
2024-04-01,204078,comercio,gas_p45,Copagaz,46,380.0,whatsapp,dinheiro,17.612.819/0001-30,OK
2024-01-01,204079,comercio,gas_p13,Ultragaz,22,110.0,telefone,pix,67.825.980/0001-68,OK
2024-03-01,204080,consumidor_final,galao_25l,Bonafont,47,"26,0",comercial,dinheiro,,OK
2024-01-06,204081,consumidor_final,galao_25l,Bonafont,2,"R$ 26,0",whatsapp,pix,,OK
2024-01-20,204082,comercio,gas_p45,Copagaz,43,380.0,balcao,credito,94.546.147/0001-81,OK
2024-01-30,204083,comercio,agua_500ml,Crystal,37,2.5,balcao,credito,38.742.815/0001-91,OK
2024-01-17,204084,comercio,agua_500ml,Minalba,46,2.5,comercial,pix,74.581.828/0001-97,OK
2024-01-18,204085,consumidor_final,agua_500ml,Minalba,31,2.5,comercial,boleto,,OK
2024-01-08,204086,comercio,gas_p13,Ultragaz,12,110.0,comercial,credito,75.717.627/0001-25,OK
2024-01-06,204087,comercio,gas_p45,Fogás,44,380.0,balcao,pix,34.864.943/0001-29,OK
2024-01-22,204088,comercio,gas_p45,Copagaz,10,380.0,whatsapp,credito,53.793.318/0001-94,OK
2024-01-16,204089,consumidor_final,gas_p13,Liquigás,38,110.0,whatsapp,boleto,,OK
2024-01-31,204090,comercio,gas_p13,Liquigás,39,110.0,balcao,debito,90.834.828/0001-56,OK
2024-01-29,204091,comercio,galao_25l,Bonafont,17,26.0,telefone,debito,66.423.761/0001-65,OK
2024-01-17,204092,comercio,agua_500ml,Crystal,10,2.5,telefone,debito,18.602.323/0001-16,OK
2024-01-15,204093,comercio,gas_p45,Fogás,9,380.0,telefone,boleto,,PENDENTE
2024-01-26,204094,comercio,agua_500ml,Minalba,39,"R$ 2,5",comercial,pix,67.243.568/0001-74,OK
2024-08-01,204095,consumidor_final,gas_p13,Liquigás,45,110.0,comercial,dinheiro,,OK
2024-01-22,204096,comercio,agua_500ml,Crystal,14,2.5,telefone,pix,42.277.995/0001-37,OK
2024-01-25,204097,comercio,agua_500ml,Crystal,1,2.5,comercial,dinheiro,30.618.229/0001-70,OK
2024-01-07,204098,comercio,galao_25l,Lindoya,42,26.0,whatsapp,dinheiro,38.361.689/0001-95,OK
2024-01-20,204099,comercio,agua_500ml,Crystal,38,2.5,whatsapp,debito,36.544.448/0001-76,OK
2024-01-19,204100,consumidor_final,agua_500ml,Crystal,22,2.5,comercial,pix,,OK
2024-01-28,204101,comercio,gas_p13,Ultragaz,15,110.0,balcao,debito,38.824.373/0001-18,OK
2024-01-28,204102,consumidor_final,agua_500ml,Minalba,30,2.5,whatsapp,boleto,,OK
2024-01-25,204103,comercio,agua_500ml,Crystal,4,2.5,whatsapp,pix,,PENDENTE
2024-01-20,204104,comercio,galao_25l,Lindoya,36,26.0,comercial,boleto,80.560.620/0001-76,OK
2024-01-28,204105,comercio,galao_25l,Lindoya,10,"R$ 26,0",balcao,credito,88.317.785/0001-99,OK
2024-01-04,204106,comercio,gas_p45,Fogás,30,380.0,comercial,credito,28.488.880/0001-76,OK
2024-01-16,204107,comercio,gas_p45,Copagaz,21,"380,0",whatsapp,pix,18.907.576/0001-23,OK
2024-01-21,204108,comercio,gas_p45,Copagaz,40,"380,0",balcao,credito,87.673.111/0001-10,OK
2024-01-18,204109,comercio,gas_p45,Copagaz,42,380.0,telefone,debito,65.229.248/0001-42,OK
2024-01-16,204110,comercio,agua_500ml,Crystal,41,2.5,whatsapp,pix,95.301.634/0001-36,OK
2024-01-13,204111,consumidor_final,galao_25l,Bonafont,8,26.0,balcao,boleto,,OK
2024-01-15,204112,consumidor_final,galao_25l,Lindoya,1,26.0,whatsapp,pix,,OK
2024-01-29,204113,comercio,galao_25l,Lindoya,7,26.0,balcao,dinheiro,48.491.381/0001-98,OK
2024-06-01,204114,comercio,galao_25l,Lindoya,43,26.0,whatsapp,pix,25.938.385/0001-30,OK
2024-01-14,204115,comercio,galao_25l,Lindoya,44,"R$ 26,0",balcao,boleto,18.674.678/0001-12,OK
2024-05-01,204116,comercio,agua_500ml,Crystal,20,2.5,comercial,debito,14.379.593/0001-57,OK
2024-08-01,204117,comercio,agua_500ml,Crystal,7,2.5,telefone,boleto,70.161.628/0001-87,OK
2024-01-09,204118,consumidor_final,gas_p45,Copagaz,32,380.0,whatsapp,credito,,OK
2024-03-01,204119,comercio,gas_p45,Copagaz,29,380.0,whatsapp,debito,56.975.418/0001-82,OK
2024-03-01,204120,comercio,gas_p45,Copagaz,35,"R$ 380,0",comercial,debito,59.795.199/0001-28,OK
2024-01-19,204121,consumidor_final,galao_25l,Lindoya,42,26.0,comercial,pix,,OK
2024-01-17,204122,comercio,gas_p13,Ultragaz,4,110.0,balcao,Não Informado,72.667.669/0001-30,OK
2024-01-23,204123,comercio,gas_p45,Copagaz,36,380.0,telefone,debito,40.676.823/0001-61,OK
2024-01-12,204124,comercio,gas_p13,Ultragaz,26,"R$ 110,0",telefone,debito,17.373.848/0001-92,OK
2024-09-01,204125,comercio,gas_p45,Copagaz,10,"R$ 380,0",comercial,boleto,54.809.424/0001-83,OK
2024-01-01,204126,comercio,galao_25l,Bonafont,14,26.0,whatsapp,pix,68.505.872/0001-54,OK
2024-01-11,204127,comercio,gas_p45,Fogás,1,"380,0",balcao,boleto,93.988.616/0001-75,OK
2024-01-29,204128,consumidor_final,galao_25l,Lindoya,15,26.0,balcao,pix,,OK
2024-01-31,204129,comercio,gas_p13,Liquigás,21,"R$ 110,0",comercial,Não Informado,84.443.769/0001-71,OK
2024-01-26,204130,comercio,galao_25l,Lindoya,42,26.0,comercial,dinheiro,51.888.134/0001-59,OK
2024-01-07,204131,comercio,galao_25l,Lindoya,2,26.0,whatsapp,pix,63.385.362/0001-99,OK
2024-07-01,204132,comercio,gas_p45,Copagaz,50,380.0,comercial,dinheiro,20.481.535/0001-15,OK
2024-01-13,204133,comercio,gas_p45,Copagaz,41,380.0,whatsapp,dinheiro,39.359.849/0001-43,OK
2024-01-20,204134,comercio,agua_500ml,Minalba,6,2.5,telefone,pix,75.194.512/0001-47,OK
2024-01-31,204135,comercio,galao_25l,Lindoya,12,26.0,telefone,Não Informado,10.621.991/0001-90,OK
2024-05-01,204136,comercio,gas_p45,Fogás,30,380.0,telefone,debito,75.789.191/0001-29,OK
2024-01-15,204137,comercio,galao_25l,Bonafont,10,26.0,telefone,pix,97.352.911/0001-30,OK
2024-08-01,204138,comercio,agua_500ml,Minalba,17,2.5,comercial,debito,60.515.469/0001-39,OK
2024-01-15,204139,consumidor_final,gas_p45,Copagaz,43,380.0,whatsapp,debito,,OK
2024-01-21,204140,comercio,gas_p13,Liquigás,45,110.0,balcao,debito,76.174.369/0001-71,OK
2024-01-31,204141,consumidor_final,galao_25l,Lindoya,39,26.0,balcao,credito,,OK
2024-01-25,204142,comercio,agua_500ml,Crystal,24,"2,5",balcao,debito,74.153.551/0001-21,OK
2024-01-01,204143,comercio,galao_25l,Lindoya,39,26.0,balcao,boleto,65.368.682/0001-99,OK
2024-02-01,204144,consumidor_final,gas_p45,Fogás,45,380.0,telefone,dinheiro,,OK
2024-01-08,204145,comercio,galao_25l,Bonafont,14,26.0,whatsapp,credito,36.751.406/0001-49,OK
2024-01-24,204146,consumidor_final,gas_p45,Copagaz,33,380.0,whatsapp,credito,,OK
2024-01-27,204147,comercio,agua_500ml,Minalba,37,2.5,telefone,dinheiro,56.398.763/0001-54,OK
2024-01-11,204148,consumidor_final,galao_25l,Lindoya,1,26.0,telefone,debito,,OK
2024-01-31,204149,comercio,gas_p45,Copagaz,12,"380,0",telefone,pix,56.186.572/0001-67,OK
2024-01-17,204150,comercio,gas_p45,Copagaz,15,380.0,comercial,dinheiro,36.905.511/0001-92,OK
2024-01-13,204151,comercio,agua_500ml,Crystal,24,2.5,whatsapp,pix,62.286.795/0001-81,OK
2024-01-31,204152,consumidor_final,galao_25l,Lindoya,12,26.0,comercial,pix,,OK
2024-01-24,204153,comercio,gas_p45,Copagaz,8,380.0,telefone,pix,68.588.414/0001-88,OK
2024-01-22,204154,comercio,gas_p13,Ultragaz,11,110.0,comercial,pix,61.828.242/0001-80,OK
2024-01-21,204155,consumidor_final,gas_p45,Copagaz,28,380.0,comercial,dinheiro,,OK
2024-01-13,204156,comercio,gas_p45,Copagaz,2,380.0,telefone,debito,37.151.983/0001-94,OK
2024-01-15,204157,consumidor_final,gas_p13,Liquigás,34,110.0,comercial,dinheiro,,OK
2024-01-17,204158,comercio,gas_p45,Copagaz,7,380.0,comercial,debito,44.556.190/0001-57,OK
2024-01-15,204159,consumidor_final,agua_500ml,Crystal,18,2.5,telefone,debito,,OK
2024-01-26,204160,comercio,galao_25l,Lindoya,11,26.0,comercial,debito,,PENDENTE
2024-12-01,204161,comercio,gas_p13,Liquigás,46,110.0,whatsapp,pix,66.705.380/0001-90,OK
2024-01-13,204162,comercio,gas_p13,Ultragaz,42,110.0,balcao,pix,56.528.173/0001-62,OK
2024-01-18,204163,consumidor_final,agua_500ml,Minalba,50,2.5,telefone,boleto,,OK
2024-07-01,204164,comercio,gas_p13,Ultragaz,28,110.0,telefone,boleto,28.385.600/0001-47,OK
2024-01-28,204165,comercio,gas_p13,Liquigás,14,110.0,telefone,boleto,81.444.867/0001-71,OK
2024-01-17,204166,consumidor_final,gas_p45,Copagaz,12,"380,0",comercial,pix,,OK
2024-01-21,204167,comercio,gas_p13,Ultragaz,32,110.0,comercial,pix,78.630.848/0001-18,OK
2024-10-01,204168,comercio,gas_p13,Liquigás,47,110.0,comercial,credito,88.726.220/0001-13,OK
2024-01-13,204169,consumidor_final,gas_p13,Ultragaz,8,110.0,whatsapp,credito,,OK
2024-01-09,204170,comercio,gas_p13,Liquigás,34,110.0,telefone,debito,79.105.383/0001-63,OK
2024-07-01,204171,consumidor_final,agua_500ml,Crystal,28,2.5,balcao,debito,,OK
2024-10-01,204172,comercio,gas_p13,Liquigás,14,110.0,whatsapp,Não Informado,30.272.271/0001-29,OK
2024-01-24,204173,comercio,gas_p13,Ultragaz,35,110.0,balcao,pix,63.705.614/0001-87,OK
2024-01-20,204174,comercio,agua_500ml,Minalba,8,2.5,balcao,Não Informado,11.852.424/0001-85,OK
2024-01-19,204175,comercio,gas_p13,Ultragaz,47,110.0,comercial,boleto,12.822.519/0001-94,OK
2024-01-29,204176,consumidor_final,gas_p45,Copagaz,47,380.0,comercial,credito,,OK
2024-01-09,204177,comercio,agua_500ml,Crystal,39,"R$ 2,5",whatsapp,boleto,23.846.861/0001-71,OK
2024-01-19,204178,comercio,gas_p45,Copagaz,9,"R$ 380,0",comercial,dinheiro,,PENDENTE
2024-12-01,204179,comercio,gas_p13,Liquigás,1,110.0,telefone,credito,18.360.369/0001-35,OK
2024-01-28,204180,comercio,gas_p13,Ultragaz,10,"110,0",telefone,credito,49.250.948/0001-86,OK
2024-01-22,204181,comercio,agua_500ml,Crystal,23,2.5,balcao,dinheiro,40.169.673/0001-88,OK
2024-01-22,204182,consumidor_final,gas_p13,Liquigás,38,110.0,whatsapp,debito,,OK
2024-01-17,204183,comercio,gas_p45,Copagaz,9,380.0,telefone,credito,47.308.535/0001-97,OK
2024-01-15,204184,comercio,gas_p13,Liquigás,47,110.0,balcao,pix,49.650.675/0001-62,OK
2024-01-16,204185,comercio,galao_25l,Bonafont,19,26.0,whatsapp,pix,81.197.358/0001-77,OK
2024-01-30,204186,consumidor_final,galao_25l,Lindoya,14,26.0,whatsapp,debito,,OK
2024-05-01,204187,comercio,agua_500ml,Crystal,10,2.5,balcao,dinheiro,35.656.821/0001-28,OK
2024-01-28,204188,comercio,galao_25l,Lindoya,28,26.0,whatsapp,boleto,74.691.998/0001-97,OK
2024-09-01,204189,consumidor_final,gas_p13,Ultragaz,36,"R$ 110,0",telefone,credito,,OK
2024-01-04,204190,comercio,gas_p13,Liquigás,12,110.0,comercial,credito,,PENDENTE
2024-01-21,204191,comercio,gas_p13,Ultragaz,40,110.0,telefone,boleto,51.834.379/0001-71,OK
2024-01-28,204192,comercio,galao_25l,Lindoya,20,26.0,whatsapp,boleto,73.610.522/0001-45,OK
2024-02-01,204193,comercio,galao_25l,Lindoya,41,26.0,telefone,boleto,84.843.954/0001-46,OK
2024-01-30,204194,comercio,gas_p13,Ultragaz,20,110.0,balcao,boleto,87.880.211/0001-29,OK
2024-01-07,204195,comercio,agua_500ml,Crystal,12,2.5,telefone,credito,69.787.956/0001-97,OK
2024-01-20,204196,consumidor_final,gas_p13,Ultragaz,4,110.0,telefone,debito,,OK
2024-01-05,204197,comercio,gas_p45,Copagaz,36,"R$ 380,0",comercial,credito,56.727.970/0001-75,OK
2024-06-01,204198,comercio,gas_p13,Ultragaz,35,"R$ 110,0",whatsapp,boleto,,PENDENTE
2024-01-27,204199,comercio,gas_p45,Copagaz,2,380.0,whatsapp,credito,89.388.686/0001-81,OK
2024-01-31,204200,comercio,agua_500ml,Minalba,17,"R$ 2,5",comercial,debito,65.705.384/0001-54,OK
2024-01-12,204201,comercio,agua_500ml,Crystal,2,2.5,whatsapp,credito,33.945.742/0001-76,OK
2024-01-23,204202,comercio,gas_p45,Fogás,50,380.0,whatsapp,credito,,PENDENTE
